id,store_id,product_option_id,type,reason,quantity,created_at,is_anomaly,anomaly_type,pred_anomaly
203,1,1,OUT,SALE,9,2025-08-13,0,,0
204,1,1,OUT,SALE,7,2025-08-14,0,,0
205,1,1,OUT,SALE,8,2025-08-15,0,,0
206,1,1,OUT,SALE,10,2025-08-16,0,,0
207,1,1,OUT,SALE,10,2025-08-17,0,,0
208,1,1,OUT,SALE,7,2025-08-18,0,,0
209,1,1,OUT,SALE,8,2025-08-19,0,,0
210,1,1,OUT,SALE,8,2025-08-20,0,,0
211,1,1,OUT,SALE,8,2025-08-21,0,,0
212,1,1,OUT,SALE,10,2025-08-22,0,,0
213,1,1,OUT,SALE,10,2025-08-23,0,,0
214,1,1,OUT,SALE,8,2025-08-24,0,,0
215,1,1,OUT,SALE,9,2025-08-25,0,,0
216,1,1,OUT,SALE,10,2025-08-26,0,,0
217,1,1,OUT,SALE,9,2025-08-27,0,,0
218,1,1,OUT,SALE,7,2025-08-28,0,,0
219,1,1,OUT,SALE,8,2025-08-29,0,,0
220,1,1,OUT,SALE,11,2025-08-30,0,,0
221,1,1,OUT,SALE,9,2025-08-31,0,,0
222,1,1,OUT,SALE,7,2025-09-01,0,,0
223,1,1,OUT,SALE,7,2025-09-02,0,,0
224,1,1,OUT,SALE,6,2025-09-03,0,,0
225,1,1,OUT,SALE,7,2025-09-04,0,,0
226,1,1,OUT,SALE,4,2025-09-05,0,,0
227,1,1,OUT,SALE,7,2025-09-06,0,,0
228,1,1,OUT,SALE,7,2025-09-07,0,,0
229,1,1,OUT,SALE,6,2025-09-08,0,,0
230,1,1,OUT,SALE,8,2025-09-09,0,,0
231,1,1,OUT,SALE,6,2025-09-10,0,,0
232,1,1,OUT,DAMAGE,28,2025-09-11,1,OFF_HOURS_BULK,1
233,1,1,OUT,SALE,7,2025-09-12,0,,0
234,1,1,OUT,SALE,9,2025-09-13,0,,0
235,1,1,OUT,SALE,6,2025-09-14,0,,0
236,1,1,OUT,SALE,8,2025-09-15,0,,0
237,1,1,OUT,DAMAGE,35,2025-09-16,1,OFF_HOURS_BULK,1
238,1,1,OUT,SALE,6,2025-09-17,0,,0
239,1,1,OUT,SALE,7,2025-09-18,0,,0
240,1,1,OUT,SALE,7,2025-09-19,0,,0
241,1,1,OUT,SALE,7,2025-09-20,0,,0
242,1,1,OUT,SALE,8,2025-09-21,0,,0
243,1,1,OUT,SALE,6,2025-09-22,0,,0
244,1,1,OUT,SALE,7,2025-09-23,0,,0
245,1,1,OUT,SALE,7,2025-09-24,0,,0
246,1,1,OUT,SALE,8,2025-09-25,0,,0
247,1,1,OUT,SALE,6,2025-09-26,0,,0
248,1,1,OUT,SALE,10,2025-09-27,0,,0
249,1,1,OUT,SALE,6,2025-09-28,0,,0
250,1,1,OUT,SALE,7,2025-09-29,0,,0
251,1,1,OUT,SALE,14,2025-09-30,0,,0
252,1,1,OUT,SALE,9,2025-10-01,0,,0
253,1,1,OUT,SALE,8,2025-10-02,0,,0
254,1,1,OUT,SALE,9,2025-10-03,0,,0
255,1,1,OUT,SALE,5,2025-10-04,0,,0
256,1,1,OUT,SALE,5,2025-10-05,0,,0
257,1,1,OUT,SALE,5,2025-10-06,0,,0
258,1,1,OUT,SALE,5,2025-10-07,0,,0
259,1,1,OUT,SALE,4,2025-10-08,0,,0
260,1,1,OUT,SALE,5,2025-10-09,0,,0
261,1,1,OUT,SALE,5,2025-10-10,0,,0
262,1,1,OUT,SALE,6,2025-10-11,0,,0
263,1,1,OUT,SALE,6,2025-10-12,0,,0
264,1,1,OUT,SALE,4,2025-10-13,0,,0
265,1,1,OUT,SALE,4,2025-10-14,0,,0
266,1,1,OUT,SALE,5,2025-10-15,0,,0
267,1,1,OUT,SALE,5,2025-10-16,0,,0
268,1,1,OUT,SALE,5,2025-10-17,0,,0
269,1,1,OUT,SALE,5,2025-10-18,0,,0
270,1,1,OUT,SALE,6,2025-10-19,0,,0
271,1,1,OUT,SALE,4,2025-10-20,0,,0
272,1,1,OUT,SALE,5,2025-10-21,0,,0
273,1,1,OUT,SALE,5,2025-10-22,0,,0
274,1,1,OUT,SALE,4,2025-10-23,0,,0
275,1,1,OUT,SALE,5,2025-10-24,0,,0
276,1,1,OUT,SALE,6,2025-10-25,0,,0
277,1,1,OUT,SALE,6,2025-10-26,0,,0
278,1,1,OUT,SALE,5,2025-10-27,0,,0
279,1,1,OUT,SALE,5,2025-10-28,0,,0
280,1,1,OUT,SALE,5,2025-10-29,0,,0
281,1,1,OUT,SALE,4,2025-10-30,0,,0
282,1,1,OUT,SALE,5,2025-10-31,0,,0
283,1,1,OUT,SALE,3,2025-11-01,0,,0
284,1,1,OUT,SALE,3,2025-11-02,0,,0
285,1,1,OUT,SALE,3,2025-11-03,0,,0
286,1,1,OUT,SALE,2,2025-11-04,0,,0
287,1,1,OUT,SALE,3,2025-11-05,0,,0
288,1,1,OUT,SALE,2,2025-11-06,0,,0
289,1,1,OUT,SALE,2,2025-11-07,0,,0
290,1,1,OUT,SALE,3,2025-11-08,0,,0
291,1,1,OUT,SALE,3,2025-11-09,0,,0
292,1,1,OUT,SALE,3,2025-11-10,0,,0
293,1,1,OUT,SALE,3,2025-11-11,0,,0
294,1,1,OUT,SALE,3,2025-11-12,0,,0
295,1,1,OUT,SALE,2,2025-11-13,0,,0
296,1,1,OUT,SALE,3,2025-11-14,0,,0
297,1,1,OUT,SALE,3,2025-11-15,0,,0
298,1,1,OUT,SALE,3,2025-11-16,0,,0
299,1,1,OUT,SALE,2,2025-11-17,0,,0
300,1,1,OUT,SALE,2,2025-11-18,0,,0
301,1,1,OUT,SALE,2,2025-11-19,0,,0
302,1,1,OUT,SALE,3,2025-11-20,0,,0
303,1,1,OUT,SALE,2,2025-11-21,0,,0
304,1,1,OUT,SALE,3,2025-11-22,0,,0
305,1,1,OUT,SALE,3,2025-11-23,0,,0
306,1,1,OUT,SALE,3,2025-11-24,0,,0
307,1,1,OUT,SALE,2,2025-11-25,0,,0
308,1,1,OUT,SALE,2,2025-11-26,0,,0
309,1,1,OUT,SALE,3,2025-11-27,0,,0
310,1,1,OUT,SALE,5,2025-11-28,0,,0
311,1,1,OUT,SALE,6,2025-11-29,0,,0
312,1,1,OUT,SALE,7,2025-11-30,0,,0
313,1,1,OUT,SALE,1,2025-12-01,0,,0
314,1,1,OUT,SALE,1,2025-12-02,0,,0
315,1,1,OUT,SALE,1,2025-12-03,0,,0
316,1,1,OUT,SALE,1,2025-12-04,0,,0
317,1,1,OUT,SALE,1,2025-12-05,0,,0
318,1,1,OUT,SALE,1,2025-12-06,0,,0
319,1,1,OUT,SALE,1,2025-12-07,0,,0
320,1,1,OUT,SALE,1,2025-12-08,0,,0
321,1,1,OUT,SALE,1,2025-12-09,0,,0
322,1,1,OUT,SALE,1,2025-12-10,0,,0
323,1,1,OUT,SALE,1,2025-12-11,0,,0
324,1,1,OUT,SALE,1,2025-12-12,0,,0
325,1,1,OUT,SALE,1,2025-12-13,0,,0
326,1,1,OUT,SALE,1,2025-12-14,0,,0
327,1,1,OUT,SALE,1,2025-12-15,0,,0
328,1,1,OUT,SALE,1,2025-12-16,0,,0
329,1,1,OUT,SALE,1,2025-12-17,0,,0
330,1,1,OUT,SALE,1,2025-12-18,0,,0
331,1,1,OUT,SALE,1,2025-12-19,0,,0
332,1,1,OUT,SALE,1,2025-12-20,0,,0
333,1,1,OUT,SALE,1,2025-12-21,0,,0
334,1,1,OUT,SALE,1,2025-12-22,0,,0
335,1,1,OUT,SALE,1,2025-12-23,0,,0
336,1,1,OUT,SALE,2,2025-12-24,0,,0
337,1,1,OUT,SALE,2,2025-12-25,0,,0
338,1,1,OUT,SALE,2,2025-12-26,0,,0
339,1,1,OUT,SALE,1,2025-12-27,0,,0
340,1,1,OUT,SALE,1,2025-12-28,0,,0
341,1,1,OUT,SALE,1,2025-12-29,0,,0
342,1,1,OUT,SALE,1,2025-12-30,0,,0
343,1,1,OUT,SALE,1,2025-12-31,0,,0
344,1,2,OUT,SALE,1,2025-01-25,0,,0
345,1,2,OUT,SALE,1,2025-01-26,0,,0
346,1,2,OUT,SALE,1,2025-01-28,0,,0
347,1,2,OUT,SALE,1,2025-02-01,0,,0
348,1,2,OUT,SALE,1,2025-02-02,0,,0
349,1,2,OUT,SALE,1,2025-02-03,0,,0
350,1,2,OUT,SALE,1,2025-02-04,0,,0
351,1,2,OUT,SALE,1,2025-02-05,0,,0
352,1,2,OUT,SALE,1,2025-02-06,0,,0
353,1,2,OUT,SALE,1,2025-02-07,0,,0
354,1,2,OUT,SALE,1,2025-02-08,0,,0
355,1,2,OUT,SALE,1,2025-02-09,0,,0
356,1,2,OUT,SALE,1,2025-02-10,0,,0
357,1,2,OUT,SALE,1,2025-02-11,0,,0
358,1,2,OUT,SALE,1,2025-02-12,0,,0
359,1,2,OUT,SALE,1,2025-02-13,0,,0
360,1,2,OUT,SALE,1,2025-02-14,0,,0
361,1,2,OUT,SALE,1,2025-02-15,0,,0
362,1,2,OUT,SALE,1,2025-02-16,0,,0
363,1,2,OUT,SALE,1,2025-02-17,0,,0
364,1,2,OUT,SALE,1,2025-02-18,0,,0
365,1,2,OUT,SALE,1,2025-02-19,0,,0
366,1,2,OUT,SALE,1,2025-02-20,0,,0
367,1,2,OUT,SALE,1,2025-02-22,0,,0
368,1,2,OUT,SALE,1,2025-02-23,0,,0
369,1,2,OUT,SALE,1,2025-02-24,0,,0
370,1,2,OUT,SALE,1,2025-02-25,0,,0
371,1,2,OUT,SALE,1,2025-02-26,0,,0
372,1,2,OUT,SALE,1,2025-02-27,0,,0
373,1,2,OUT,SALE,1,2025-02-28,0,,0
374,1,2,OUT,SALE,2,2025-03-01,0,,0
375,1,2,OUT,SALE,2,2025-03-02,0,,0
376,1,2,OUT,SALE,2,2025-03-03,0,,0
377,1,2,OUT,SALE,1,2025-03-04,0,,0
378,1,2,OUT,SALE,2,2025-03-05,0,,0
379,1,2,OUT,SALE,1,2025-03-06,0,,0
380,1,2,OUT,SALE,2,2025-03-07,0,,0
381,1,2,OUT,SALE,2,2025-03-08,0,,0
382,1,2,OUT,SALE,2,2025-03-09,0,,0
383,1,2,OUT,SALE,1,2025-03-10,0,,0
384,1,2,OUT,SALE,1,2025-03-11,0,,0
385,1,2,OUT,SALE,2,2025-03-12,0,,0
386,1,2,OUT,SALE,2,2025-03-13,0,,0
387,1,2,OUT,SALE,1,2025-03-14,0,,0
388,1,2,OUT,SALE,2,2025-03-15,0,,0
389,1,2,OUT,SALE,2,2025-03-16,0,,0
390,1,2,OUT,SALE,1,2025-03-17,0,,0
391,1,2,OUT,SALE,2,2025-03-18,0,,0
392,1,2,OUT,SALE,1,2025-03-19,0,,0
393,1,2,OUT,SALE,1,2025-03-20,0,,0
394,1,2,OUT,SALE,1,2025-03-21,0,,0
395,1,2,OUT,SALE,2,2025-03-22,0,,0
396,1,2,OUT,SALE,2,2025-03-23,0,,0
397,1,2,OUT,SALE,1,2025-03-24,0,,0
398,1,2,OUT,SALE,2,2025-03-25,0,,0
399,1,2,OUT,SALE,2,2025-03-26,0,,0
400,1,2,OUT,SALE,2,2025-03-27,0,,0
401,1,2,OUT,SALE,2,2025-03-28,0,,0
402,1,2,OUT,SALE,2,2025-03-29,0,,0
403,1,2,OUT,SALE,2,2025-03-30,0,,0
404,1,2,OUT,SALE,1,2025-03-31,0,,0
405,1,2,OUT,SALE,3,2025-04-01,0,,0
406,1,2,OUT,SALE,2,2025-04-02,0,,0
407,1,2,OUT,SALE,2,2025-04-03,0,,0
408,1,2,OUT,SALE,3,2025-04-04,0,,0
409,1,2,OUT,SALE,4,2025-04-05,0,,0
410,1,2,OUT,SALE,3,2025-04-06,0,,0
411,1,2,OUT,SALE,3,2025-04-07,0,,0
412,1,2,OUT,SALE,3,2025-04-08,0,,0
413,1,2,OUT,SALE,4,2025-04-09,0,,0
414,1,2,OUT,SALE,3,2025-04-10,0,,0
415,1,2,OUT,SALE,3,2025-04-11,0,,0
416,1,2,OUT,SALE,3,2025-04-12,0,,0
417,1,2,OUT,SALE,3,2025-04-13,0,,0
418,1,2,OUT,SALE,3,2025-04-14,0,,0
419,1,2,OUT,SALE,3,2025-04-15,0,,0
420,1,2,OUT,SALE,2,2025-04-16,0,,0
421,1,2,OUT,SALE,3,2025-04-17,0,,0
422,1,2,OUT,SALE,3,2025-04-18,0,,0
423,1,2,OUT,SALE,4,2025-04-19,0,,0
424,1,2,OUT,SALE,4,2025-04-20,0,,0
425,1,2,OUT,SALE,3,2025-04-21,0,,0
426,1,2,OUT,SALE,3,2025-04-22,0,,0
427,1,2,OUT,SALE,3,2025-04-23,0,,0
428,1,2,OUT,SALE,3,2025-04-24,0,,0
429,1,2,OUT,SALE,3,2025-04-25,0,,0
430,1,2,OUT,SALE,4,2025-04-26,0,,0
431,1,2,OUT,SALE,3,2025-04-27,0,,0
432,1,2,OUT,SALE,3,2025-04-28,0,,0
433,1,2,OUT,SALE,3,2025-04-29,0,,0
434,1,2,OUT,SALE,2,2025-04-30,0,,0
435,1,2,OUT,SALE,5,2025-05-01,0,,0
436,1,2,OUT,SALE,5,2025-05-02,0,,0
437,1,2,OUT,SALE,4,2025-05-03,0,,0
438,1,2,OUT,SALE,5,2025-05-04,0,,0
439,1,2,OUT,SALE,4,2025-05-05,0,,0
440,1,2,OUT,SALE,4,2025-05-06,0,,0
441,1,2,OUT,SALE,4,2025-05-07,0,,0
442,1,2,OUT,SALE,4,2025-05-08,0,,0
443,1,2,OUT,SALE,4,2025-05-09,0,,0
444,1,2,OUT,SALE,4,2025-05-10,0,,0
445,1,2,OUT,SALE,5,2025-05-11,0,,0
446,1,2,OUT,SALE,4,2025-05-12,0,,0
447,1,2,OUT,SALE,4,2025-05-13,0,,0
448,1,2,OUT,SALE,4,2025-05-14,0,,0
449,1,2,OUT,SALE,4,2025-05-15,0,,0
450,1,2,OUT,SALE,5,2025-05-16,0,,0
451,1,2,OUT,SALE,5,2025-05-17,0,,0
452,1,2,OUT,SALE,4,2025-05-18,0,,0
453,1,2,OUT,SALE,4,2025-05-19,0,,0
454,1,2,OUT,SALE,5,2025-05-20,0,,0
455,1,2,OUT,SALE,3,2025-05-21,0,,0
456,1,2,OUT,SALE,4,2025-05-22,0,,0
457,1,2,OUT,SALE,4,2025-05-23,0,,0
458,1,2,OUT,SALE,5,2025-05-24,0,,0
459,1,2,OUT,SALE,4,2025-05-25,0,,0
460,1,2,OUT,SALE,3,2025-05-26,0,,0
461,1,2,OUT,SALE,3,2025-05-27,0,,0
462,1,2,OUT,SALE,4,2025-05-28,0,,0
463,1,2,OUT,SALE,4,2025-05-29,0,,0
464,1,2,OUT,SALE,4,2025-05-30,0,,0
465,1,2,OUT,SALE,5,2025-05-31,0,,0
466,1,2,OUT,DAMAGE,35,2025-06-01,1,OFF_HOURS_BULK,1
467,1,2,OUT,SALE,5,2025-06-02,0,,0
468,1,2,OUT,SALE,4,2025-06-03,0,,0
469,1,2,OUT,SALE,5,2025-06-04,0,,0
470,1,2,OUT,SALE,5,2025-06-05,0,,0
471,1,2,OUT,SALE,5,2025-06-06,0,,0
472,1,2,OUT,SALE,6,2025-06-07,0,,0
473,1,2,OUT,SALE,7,2025-06-08,0,,0
474,1,2,OUT,SALE,5,2025-06-09,0,,0
475,1,2,OUT,SALE,6,2025-06-10,0,,0
476,1,2,OUT,SALE,4,2025-06-11,0,,0
477,1,2,OUT,SALE,5,2025-06-12,0,,0
478,1,2,OUT,SALE,6,2025-06-13,0,,0
479,1,2,OUT,SALE,4,2025-06-14,0,,0
480,1,2,OUT,SALE,5,2025-06-15,0,,0
481,1,2,OUT,SALE,5,2025-06-16,0,,0
482,1,2,OUT,SALE,5,2025-06-17,0,,0
483,1,2,OUT,SALE,5,2025-06-18,0,,0
484,1,2,OUT,SALE,5,2025-06-19,0,,0
485,1,2,OUT,SALE,5,2025-06-20,0,,0
486,1,2,OUT,SALE,6,2025-06-21,0,,0
487,1,2,OUT,SALE,7,2025-06-22,0,,0
488,1,2,OUT,SALE,5,2025-06-23,0,,0
489,1,2,OUT,SALE,5,2025-06-24,0,,0
490,1,2,OUT,SALE,5,2025-06-25,0,,0
491,1,2,OUT,SALE,5,2025-06-26,0,,0
492,1,2,OUT,SALE,5,2025-06-27,0,,0
493,1,2,OUT,SALE,6,2025-06-28,0,,0
494,1,2,OUT,SALE,6,2025-06-29,0,,0
