id,store_id,product_option_id,type,reason,quantity,created_at,is_anomaly,anomaly_type
176,1,1,OUT,SALE,1,2025-09-02,0,
177,1,1,OUT,SALE,1,2025-09-03,0,
178,1,1,OUT,SALE,1,2025-09-04,0,
179,1,1,OUT,SALE,2,2025-09-05,0,
180,1,1,OUT,SALE,1,2025-09-06,0,
181,1,1,OUT,SALE,1,2025-09-07,0,
182,1,1,OUT,SALE,1,2025-09-08,0,
183,1,1,OUT,SALE,2,2025-09-09,0,
184,1,1,OUT,SALE,1,2025-09-10,0,
185,1,1,OUT,SALE,2,2025-09-11,0,
186,1,1,OUT,SALE,1,2025-09-12,0,
187,1,1,OUT,SALE,1,2025-09-13,0,
188,1,1,OUT,SALE,2,2025-09-14,0,
189,1,1,OUT,SALE,1,2025-09-15,0,
190,1,1,OUT,SALE,1,2025-09-16,0,
191,1,1,OUT,SALE,1,2025-09-17,0,
192,1,1,OUT,SALE,1,2025-09-18,0,
193,1,1,OUT,SALE,1,2025-09-19,0,
194,1,1,OUT,SALE,2,2025-09-20,0,
195,1,1,OUT,SALE,2,2025-09-21,0,
196,1,1,OUT,SALE,1,2025-09-22,0,
197,1,1,OUT,SALE,2,2025-09-23,0,
198,1,1,OUT,SALE,1,2025-09-24,0,
199,1,1,OUT,SALE,1,2025-09-25,0,
200,1,1,OUT,SALE,1,2025-09-26,0,
201,1,1,OUT,SALE,2,2025-09-27,0,
202,1,1,OUT,SALE,1,2025-09-28,0,
203,1,1,OUT,SALE,1,2025-09-29,0,
204,1,1,OUT,SALE,2,2025-09-30,0,
205,1,1,OUT,SALE,5,2025-10-01,0,
206,1,1,OUT,SALE,5,2025-10-02,0,
207,1,1,OUT,SALE,5,2025-10-03,0,
208,1,1,OUT,SALE,3,2025-10-04,0,
209,1,1,OUT,SALE,3,2025-10-05,0,
210,1,1,OUT,SALE,3,2025-10-06,0,
211,1,1,OUT,SALE,3,2025-10-07,0,
212,1,1,OUT,SALE,3,2025-10-08,0,
213,1,1,OUT,SALE,2,2025-10-09,0,
214,1,1,OUT,SALE,2,2025-10-10,0,
215,1,1,OUT,SALE,3,2025-10-11,0,
216,1,1,OUT,SALE,3,2025-10-12,0,
217,1,1,OUT,SALE,3,2025-10-13,0,
218,1,1,OUT,SALE,3,2025-10-14,0,
219,1,1,OUT,SALE,3,2025-10-15,0,
220,1,1,OUT,SALE,2,2025-10-16,0,
221,1,1,OUT,SALE,3,2025-10-17,0,
222,1,1,OUT,SALE,3,2025-10-18,0,
223,1,1,OUT,SALE,3,2025-10-19,0,
224,1,1,OUT,SALE,3,2025-10-20,0,
225,1,1,OUT,SALE,3,2025-10-21,0,
226,1,1,OUT,SALE,3,2025-10-22,0,
227,1,1,OUT,SALE,3,2025-10-23,0,
228,1,1,OUT,SALE,3,2025-10-24,0,
229,1,1,OUT,SALE,3,2025-10-25,0,
230,1,1,OUT,SALE,3,2025-10-26,0,
231,1,1,OUT,SALE,3,2025-10-27,0,
232,1,1,OUT,SALE,3,2025-10-28,0,
233,1,1,OUT,SALE,3,2025-10-29,0,
234,1,1,OUT,SALE,3,2025-10-30,0,
235,1,1,OUT,SALE,2,2025-10-31,0,
236,1,1,OUT,SALE,6,2025-11-01,0,
237,1,1,OUT,SALE,4,2025-11-02,0,
238,1,1,OUT,SALE,3,2025-11-03,0,
239,1,1,OUT,SALE,4,2025-11-04,0,
240,1,1,OUT,SALE,4,2025-11-05,0,
241,1,1,OUT,SALE,4,2025-11-06,0,
242,1,1,OUT,SALE,4,2025-11-07,0,
243,1,1,OUT,SALE,4,2025-11-08,0,
244,1,1,OUT,SALE,4,2025-11-09,0,
245,1,1,OUT,SALE,4,2025-11-10,0,
246,1,1,OUT,SALE,4,2025-11-11,0,
247,1,1,OUT,SALE,4,2025-11-12,0,
248,1,1,OUT,SALE,4,2025-11-13,0,
249,1,1,OUT,SALE,3,2025-11-14,0,
250,1,1,OUT,SALE,4,2025-11-15,0,
251,1,1,OUT,SALE,5,2025-11-16,0,
252,1,1,OUT,SALE,4,2025-11-17,0,
253,1,1,OUT,SALE,3,2025-11-18,0,
254,1,1,OUT,SALE,4,2025-11-19,0,
255,1,1,OUT,SALE,4,2025-11-20,0,
256,1,1,OUT,SALE,4,2025-11-21,0,
257,1,1,OUT,SALE,4,2025-11-22,0,
258,1,1,OUT,SALE,5,2025-11-23,0,
259,1,1,OUT,SALE,3,2025-11-24,0,
260,1,1,OUT,SALE,3,2025-11-25,0,
261,1,1,OUT,SALE,4,2025-11-26,0,
262,1,1,OUT,SALE,4,2025-11-27,0,
263,1,1,OUT,SALE,10,2025-11-28,0,
264,1,1,OUT,SALE,13,2025-11-29,0,
265,1,1,OUT,SALE,12,2025-11-30,0,
266,1,1,OUT,SALE,5,2025-12-01,0,
267,1,1,OUT,SALE,5,2025-12-02,0,
268,1,1,OUT,SALE,4,2025-12-03,0,
269,1,1,OUT,SALE,5,2025-12-04,0,
270,1,1,OUT,SALE,5,2025-12-05,0,
271,1,1,OUT,SALE,6,2025-12-06,0,
272,1,1,OUT,SALE,5,2025-12-07,0,
273,1,1,OUT,SALE,5,2025-12-08,0,
274,1,1,OUT,SALE,6,2025-12-09,0,
275,1,1,OUT,SALE,5,2025-12-10,0,
276,1,1,OUT,SALE,5,2025-12-11,0,
277,1,1,OUT,SALE,5,2025-12-12,0,
278,1,1,OUT,SALE,5,2025-12-13,0,
279,1,1,OUT,SALE,6,2025-12-14,0,
280,1,1,OUT,SALE,5,2025-12-15,0,
281,1,1,OUT,SALE,5,2025-12-16,0,
282,1,1,OUT,SALE,4,2025-12-17,0,
283,1,1,OUT,SALE,5,2025-12-18,0,
284,1,1,OUT,SALE,5,2025-12-19,0,
285,1,1,OUT,SALE,6,2025-12-20,0,
286,1,1,OUT,SALE,6,2025-12-21,0,
287,1,1,OUT,SALE,6,2025-12-22,0,
288,1,1,OUT,SALE,4,2025-12-23,0,
289,1,1,OUT,SALE,9,2025-12-24,0,
290,1,1,OUT,SALE,8,2025-12-25,0,
291,1,1,OUT,SALE,10,2025-12-26,0,
292,1,1,OUT,SALE,5,2025-12-27,0,
293,1,1,OUT,SALE,5,2025-12-28,0,
294,1,1,OUT,SALE,4,2025-12-29,0,
295,1,1,OUT,SALE,4,2025-12-30,0,
296,1,1,OUT,SALE,4,2025-12-31,0,
297,1,2,OUT,SALE,3,2025-01-01,0,
298,1,2,OUT,SALE,3,2025-01-02,0,
299,1,2,OUT,SALE,3,2025-01-03,0,
300,1,2,OUT,SALE,4,2025-01-04,0,
301,1,2,OUT,SALE,4,2025-01-05,0,
302,1,2,OUT,SALE,3,2025-01-06,0,
303,1,2,OUT,SALE,3,2025-01-07,0,
304,1,2,OUT,SALE,3,2025-01-08,0,
305,1,2,OUT,SALE,3,2025-01-09,0,
306,1,2,OUT,SALE,4,2025-01-10,0,
307,1,2,OUT,SALE,4,2025-01-11,0,
308,1,2,OUT,SALE,3,2025-01-12,0,
309,1,2,OUT,SALE,3,2025-01-13,0,
310,1,2,OUT,SALE,4,2025-01-14,0,
311,1,2,OUT,SALE,3,2025-01-15,0,
312,1,2,OUT,SALE,4,2025-01-16,0,
313,1,2,OUT,SALE,3,2025-01-17,0,
314,1,2,OUT,SALE,3,2025-01-18,0,
315,1,2,OUT,SALE,4,2025-01-19,0,
316,1,2,OUT,SALE,3,2025-01-20,0,
317,1,2,OUT,SALE,3,2025-01-21,0,
318,1,2,OUT,SALE,3,2025-01-22,0,
319,1,2,OUT,SALE,3,2025-01-23,0,
320,1,2,OUT,SALE,3,2025-01-24,0,
321,1,2,OUT,SALE,7,2025-01-25,0,
322,1,2,OUT,SALE,7,2025-01-26,0,
323,1,2,OUT,SALE,6,2025-01-27,0,
324,1,2,OUT,SALE,5,2025-01-28,0,
325,1,2,OUT,SALE,3,2025-01-29,0,
326,1,2,OUT,SALE,4,2025-01-30,0,
327,1,2,OUT,SALE,3,2025-01-31,0,
328,1,2,OUT,SALE,3,2025-02-01,0,
329,1,2,OUT,SALE,4,2025-02-02,0,
330,1,2,OUT,SALE,3,2025-02-03,0,
331,1,2,OUT,SALE,3,2025-02-04,0,
332,1,2,OUT,SALE,3,2025-02-05,0,
333,1,2,OUT,SALE,4,2025-02-06,0,
334,1,2,OUT,SALE,4,2025-02-07,0,
335,1,2,OUT,SALE,3,2025-02-08,0,
336,1,2,OUT,SALE,4,2025-02-09,0,
337,1,2,OUT,SALE,3,2025-02-10,0,
338,1,2,OUT,SALE,3,2025-02-11,0,
339,1,2,OUT,SALE,3,2025-02-12,0,
340,1,2,OUT,SALE,3,2025-02-13,0,
341,1,2,OUT,SALE,3,2025-02-14,0,
342,1,2,OUT,SALE,3,2025-02-15,0,
343,1,2,OUT,SALE,3,2025-02-16,0,
344,1,2,OUT,SALE,2,2025-02-17,0,
345,1,2,OUT,SALE,3,2025-02-18,0,
346,1,2,OUT,DAMAGE,8,2025-02-19,1,REPEATED_LOSS
347,1,2,OUT,SALE,4,2025-02-20,0,
348,1,2,OUT,DAMAGE,22,2025-02-21,1,THEFT_SPIKE
349,1,2,OUT,SALE,4,2025-02-22,0,
350,1,2,OUT,SALE,3,2025-02-23,0,
351,1,2,OUT,SALE,2,2025-02-24,0,
352,1,2,OUT,SALE,3,2025-02-25,0,
353,1,2,OUT,SALE,3,2025-02-26,0,
354,1,2,OUT,SALE,3,2025-02-27,0,
355,1,2,OUT,SALE,2,2025-02-28,0,
356,1,2,OUT,SALE,3,2025-03-01,0,
357,1,2,OUT,SALE,2,2025-03-02,0,
358,1,2,OUT,SALE,3,2025-03-03,0,
359,1,2,OUT,SALE,3,2025-03-04,0,
360,1,2,OUT,SALE,2,2025-03-05,0,
361,1,2,OUT,SALE,2,2025-03-06,0,
362,1,2,OUT,SALE,2,2025-03-07,0,
363,1,2,OUT,SALE,3,2025-03-08,0,
364,1,2,OUT,SALE,3,2025-03-09,0,
365,1,2,OUT,SALE,2,2025-03-10,0,
366,1,2,OUT,SALE,3,2025-03-11,0,
367,1,2,OUT,SALE,2,2025-03-12,0,
368,1,2,OUT,DAMAGE,13,2025-03-13,1,OFF_HOURS_BULK
369,1,2,OUT,SALE,2,2025-03-14,0,
370,1,2,OUT,SALE,4,2025-03-15,0,
371,1,2,OUT,SALE,4,2025-03-16,0,
372,1,2,OUT,SALE,3,2025-03-17,0,
373,1,2,OUT,SALE,5,2025-03-18,0,
374,1,2,OUT,SALE,2,2025-03-19,0,
375,1,2,OUT,SALE,2,2025-03-20,0,
376,1,2,OUT,SALE,2,2025-03-21,0,
377,1,2,OUT,SALE,3,2025-03-22,0,
378,1,2,OUT,SALE,3,2025-03-23,0,
379,1,2,OUT,SALE,3,2025-03-24,0,
380,1,2,OUT,SALE,3,2025-03-25,0,
381,1,2,OUT,SALE,2,2025-03-26,0,
382,1,2,OUT,SALE,2,2025-03-27,0,
383,1,2,OUT,DAMAGE,5,2025-03-28,1,REPEATED_LOSS
384,1,2,OUT,SALE,2,2025-03-29,0,
385,1,2,OUT,SALE,2,2025-03-30,0,
386,1,2,OUT,SALE,3,2025-03-31,0,
387,1,2,OUT,SALE,2,2025-04-01,0,
388,1,2,OUT,SALE,2,2025-04-02,0,
389,1,2,OUT,SALE,2,2025-04-03,0,
390,1,2,OUT,SALE,2,2025-04-04,0,
391,1,2,OUT,SALE,3,2025-04-05,0,
392,1,2,OUT,SALE,2,2025-04-06,0,
393,1,2,OUT,SALE,2,2025-04-07,0,
394,1,2,OUT,SALE,1,2025-04-08,0,
395,1,2,OUT,SALE,1,2025-04-09,0,
396,1,2,OUT,SALE,2,2025-04-10,0,
397,1,2,OUT,SALE,1,2025-04-11,0,
398,1,2,OUT,SALE,2,2025-04-12,0,
399,1,2,OUT,SALE,2,2025-04-13,0,
400,1,2,OUT,SALE,1,2025-04-14,0,
401,1,2,OUT,SALE,2,2025-04-15,0,
402,1,2,OUT,SALE,2,2025-04-16,0,
403,1,2,OUT,SALE,2,2025-04-17,0,
404,1,2,OUT,SALE,2,2025-04-18,0,
405,1,2,OUT,SALE,2,2025-04-19,0,
406,1,2,OUT,SALE,2,2025-04-20,0,
407,1,2,OUT,SALE,2,2025-04-21,0,
408,1,2,OUT,SALE,2,2025-04-22,0,
409,1,2,OUT,SALE,1,2025-04-23,0,
410,1,2,OUT,SALE,2,2025-04-24,0,
411,1,2,OUT,SALE,1,2025-04-25,0,
412,1,2,OUT,SALE,2,2025-04-26,0,
413,1,2,OUT,SALE,2,2025-04-27,0,
414,1,2,OUT,SALE,2,2025-04-28,0,
415,1,2,OUT,SALE,1,2025-04-29,0,
416,1,2,OUT,SALE,2,2025-04-30,0,
417,1,2,OUT,SALE,1,2025-05-01,0,
418,1,2,OUT,SALE,1,2025-05-02,0,
419,1,2,OUT,SALE,1,2025-05-03,0,
420,1,2,OUT,SALE,1,2025-05-04,0,
421,1,2,OUT,SALE,1,2025-05-05,0,
422,1,2,OUT,SALE,1,2025-05-06,0,
423,1,2,OUT,SALE,1,2025-05-07,0,
424,1,2,OUT,SALE,1,2025-05-08,0,
425,1,2,OUT,SALE,1,2025-05-09,0,
426,1,2,OUT,SALE,1,2025-05-10,0,
427,1,2,OUT,SALE,1,2025-05-11,0,
428,1,2,OUT,SALE,1,2025-05-12,0,
429,1,2,OUT,SALE,1,2025-05-13,0,
430,1,2,OUT,SALE,1,2025-05-14,0,
431,1,2,OUT,SALE,1,2025-05-15,0,
432,1,2,OUT,SALE,0,2025-05-16,1,DATA_ERROR
433,1,2,OUT,SALE,1,2025-05-17,0,
434,1,2,OUT,SALE,1,2025-05-18,0,
435,1,2,OUT,SALE,1,2025-05-19,0,
436,1,2,OUT,SALE,1,2025-05-20,0,
437,1,2,OUT,SALE,1,2025-05-21,0,
438,1,2,OUT,SALE,1,2025-05-22,0,
439,1,2,OUT,SALE,1,2025-05-23,0,
440,1,2,OUT,SALE,1,2025-05-24,0,
441,1,2,OUT,SALE,1,2025-05-25,0,
442,1,2,OUT,SALE,1,2025-05-26,0,
443,1,2,OUT,SALE,1,2025-05-27,0,
444,1,2,OUT,SALE,1,2025-05-28,0,
445,1,2,OUT,SALE,1,2025-05-29,0,
446,1,2,OUT,SALE,1,2025-05-30,0,
447,1,2,OUT,SALE,1,2025-05-31,0,
448,1,2,OUT,SALE,1,2025-09-01,0,
449,1,2,OUT,SALE,1,2025-09-02,0,
450,1,2,OUT,SALE,1,2025-09-03,0,
451,1,2,OUT,SALE,1,2025-09-04,0,
452,1,2,OUT,SALE,1,2025-09-05,0,
453,1,2,OUT,SALE,1,2025-09-06,0,
454,1,2,OUT,SALE,1,2025-09-07,0,
455,1,2,OUT,SALE,1,2025-09-08,0,
456,1,2,OUT,SALE,1,2025-09-09,0,
457,1,2,OUT,SALE,1,2025-09-10,0,
458,1,2,OUT,SALE,1,2025-09-11,0,
459,1,2,OUT,SALE,1,2025-09-12,0,
460,1,2,OUT,SALE,1,2025-09-13,0,
461,1,2,OUT,SALE,1,2025-09-14,0,
462,1,2,OUT,SALE,1,2025-09-15,0,
463,1,2,OUT,SALE,1,2025-09-16,0,
464,1,2,OUT,SALE,1,2025-09-17,0,
465,1,2,OUT,SALE,1,2025-09-18,0,
466,1,2,OUT,SALE,1,2025-09-19,0,
467,1,2,OUT,SALE,1,2025-09-20,0,
468,1,2,OUT,SALE,1,2025-09-21,0,
469,1,2,OUT,SALE,1,2025-09-22,0,
470,1,2,OUT,SALE,1,2025-09-23,0,
471,1,2,OUT,SALE,1,2025-09-24,0,
472,1,2,OUT,SALE,1,2025-09-25,0,
473,1,2,OUT,SALE,1,2025-09-26,0,
474,1,2,OUT,SALE,1,2025-09-27,0,
475,1,2,OUT,SALE,1,2025-09-28,0,
476,1,2,OUT,SALE,1,2025-09-29,0,
477,1,2,OUT,SALE,2,2025-09-30,0,
478,1,2,OUT,SALE,3,2025-10-01,0,
479,1,2,OUT,SALE,3,2025-10-02,0,
480,1,2,OUT,SALE,3,2025-10-03,0,
481,1,2,OUT,SALE,2,2025-10-04,0,
482,1,2,OUT,SALE,2,2025-10-05,0,
483,1,2,OUT,SALE,2,2025-10-06,0,
484,1,2,OUT,SALE,2,2025-10-07,0,
485,1,2,OUT,SALE,1,2025-10-08,0,
486,1,2,OUT,SALE,2,2025-10-09,0,
487,1,2,OUT,SALE,2,2025-10-10,0,
488,1,2,OUT,SALE,2,2025-10-11,0,
489,1,2,OUT,SALE,1,2025-10-12,0,
490,1,2,OUT,SALE,2,2025-10-13,0,
491,1,2,OUT,SALE,2,2025-10-14,0,
492,1,2,OUT,SALE,1,2025-10-15,0,
493,1,2,OUT,SALE,2,2025-10-16,0,
494,1,2,OUT,SALE,2,2025-10-17,0,
495,1,2,OUT,SALE,2,2025-10-18,0,
496,1,2,OUT,SALE,2,2025-10-19,0,
497,1,2,OUT,SALE,1,2025-10-20,0,
498,1,2,OUT,SALE,2,2025-10-21,0,
499,1,2,OUT,SALE,2,2025-10-22,0,
500,1,2,OUT,SALE,2,2025-10-23,0,
501,1,2,OUT,SALE,2,2025-10-24,0,
502,1,2,OUT,SALE,2,2025-10-25,0,
503,1,2,OUT,SALE,2,2025-10-26,0,
504,1,2,OUT,SALE,2,2025-10-27,0,
505,1,2,OUT,SALE,1,2025-10-28,0,
506,1,2,OUT,SALE,2,2025-10-29,0,
507,1,2,OUT,SALE,2,2025-10-30,0,
508,1,2,OUT,SALE,2,2025-10-31,0,
509,1,2,OUT,SALE,3,2025-11-01,0,
510,1,2,OUT,SALE,3,2025-11-02,0,
511,1,2,OUT,SALE,2,2025-11-03,0,
512,1,2,OUT,SALE,3,2025-11-04,0,
513,1,2,OUT,SALE,2,2025-11-05,0,
514,1,2,OUT,SALE,3,2025-11-06,0,
515,1,2,OUT,SALE,3,2025-11-07,0,
516,1,2,OUT,SALE,3,2025-11-08,0,
517,1,2,OUT,SALE,3,2025-11-09,0,
518,1,2,OUT,SALE,2,2025-11-10,0,
519,1,2,OUT,SALE,3,2025-11-11,0,
520,1,2,OUT,SALE,2,2025-11-12,0,
521,1,2,OUT,SALE,2,2025-11-13,0,
522,1,2,OUT,SALE,3,2025-11-14,0,
523,1,2,OUT,SALE,3,2025-11-15,0,
524,1,2,OUT,SALE,2,2025-11-16,0,
525,1,2,OUT,SALE,2,2025-11-17,0,
526,1,2,OUT,SALE,3,2025-11-18,0,
527,1,2,OUT,SALE,2,2025-11-19,0,
528,1,2,OUT,SALE,3,2025-11-20,0,
529,1,2,OUT,SALE,2,2025-11-21,0,
530,1,2,OUT,SALE,3,2025-11-22,0,
531,1,2,OUT,SALE,3,2025-11-23,0,
532,1,2,OUT,SALE,2,2025-11-24,0,
